"#C2-C3.traj"
"e1.dr","e2.dr","e3.dr","moddr"
1.2592335823606666e-05,-0.00012179661717248583,-1.5492044983531131e-06,0.0001224556365
5.701737257961259e-06,-0.00011983200559628961,4.661791030408008e-06,0.0001172215531
4.703255410209736e-06,-0.00011885055161332495,1.0514496268839414e-05,0.0001209200455
9.302909412814126e-06,-0.00011891623742342861,9.793910525234196e-06,0.0001335298278
1.2948856837807932e-05,-0.00011953892597794639,3.743080178066209e-06,0.0001198814698
1.1827103749596364e-05,-0.00011178672092555988,-8.159421559222511e-06,0.0001217316779
5.925649505705501e-06,-9.600058837306941e-05,-1.3556796164152152e-05,0.0001318044946
-8.941700746024407e-07,-7.171207263514991e-05,-1.334153503419339e-05,0.0001255811375
-5.149716251797494e-06,-5.5531264858662475e-05,-7.087431713630264e-06,0.0001133850841
-7.3850339813387335e-06,-3.742110382255107e-05,-3.0767647440145172e-06,0.0001296757695
-1.0208045028590104e-05,-8.783584897188083e-06,-9.306562767145752e-07,0.0001230714837
-1.617592340743956e-05,3.809570971115206e-05,-6.500699444401294e-07,0.0001233861787
-2.3990091711437167e-05,8.445600791440384e-05,-7.645534921403719e-08,0.0001225691258
-3.275745353511174e-05,0.00011141152888063478,1.7216070899668832e-07,0.0001245267112
-4.049905882575721e-05,0.00011928657905206228,-1.900347587910806e-08,0.000130720796
-4.6505504350670964e-05,0.00011718817641566176,-6.350690273165662e-07,0.0001309703279
-4.682378636490623e-05,0.00011701110327241155,-1.1349186310878401e-06,0.0001211615137
-4.294907806815049e-05,0.00011877083044565726,-1.5556467237862934e-06,0.0001267307054
-3.7450466146756715e-05,0.00012213357099817763,-1.8259847162375764e-06,0.0001302748898
-3.6253609409014605e-05,0.00012344519814460402,-4.017583997801875e-06,0.0001332885205
-3.968796187754082e-05,0.00012293820125936433,-7.742790566633689e-06,0.0001253798871
-4.462118284051951e-05,0.00012143208759260388,-1.3405232023529289e-05,0.0001331718596
-4.735545120040845e-05,0.00012158880499823696,-1.5020056085439956e-05,0.0001372752574
-4.2376605939224356e-05,0.00011445375861855412,-1.2983598976160393e-05,0.000135058625
-3.205355864755908e-05,9.965566689736343e-05,-6.590283229163984e-06,0.0001311092281
-1.4924437959129191e-05,6.605961022908365e-05,-1.982988380064668e-06,0.0001363137917
-3.7396581330783264e-06,3.9869774346377215e-05,9.826010593614989e-07,0.0001239996617
2.1134144514471736e-06,2.038637952357972e-05,1.7936370056800126e-06,0.0001381524444
-2.8041523608965337e-06,2.745660774858594e-05,2.394324932072855e-06,0.0001358238403
-3.8058434110136166e-06,2.5012287460901173e-05,2.1809548226838734e-06,0.0001376918629
-1.738316666302876e-08,1.433189473875035e-05,6.693600671844579e-07,0.0001298919462
1.063269426643161e-05,-1.4814079476921483e-05,-1.5948364109359768e-06,0.0001351666105
1.6112918733670288e-05,-2.424828322609547e-05,-3.9220963164887785e-06,0.0001389510716
1.5854183054564082e-05,-2.4603039114227697e-05,-4.827997991998953e-06,0.0001354892841
1.0809358433459562e-05,-1.5117174084455807e-05,-5.0117953403197664e-06,0.0001424777211
8.691519889500838e-06,-3.5022287248714924e-05,-4.024883370046022e-06,0.0001349049614
8.464023475745945e-06,-6.564125072329494e-05,-9.393089717313668e-07,0.0001260592357
9.909137126269586e-06,-0.00010639655782312706,5.046856635235145e-06,0.0001466795586
1.0119796242603909e-05,-0.00012819392285407498,1.0622014387048296e-05,0.0001318435349
8.181213694986585e-06,-0.00013843737905328647,9.610495023532104e-06,0.0001620895299
5.728757105165653e-06,-0.00013918699108842296,1.3165795537176574e-06,0.0001296842061
3.520779072387661e-06,-0.00013916648532511444,-4.822505654549217e-06,0.0001548583191
4.332530200904612e-06,-0.00014029349732479302,-2.527994253331072e-06,0.0001371280165
5.843349599505735e-06,-0.0001304146393729956,8.053818031399198e-06,0.0001506073683
7.4200919908686105e-06,-0.00011095958302182191,1.1700620309399066e-05,0.0001488999456
7.66524012874918e-06,-8.120538230209935e-05,9.120540808251286e-06,0.0001423227318
3.4085447914795642e-06,-7.203976458675604e-05,8.893949231452309e-07,0.0001377395844
-5.034154573408733e-06,-8.208497524367375e-05,1.5490987172167206e-06,0.0001570607176
-1.68448668609066e-05,-0.00011147539655781046,3.889395516267053e-06,0.0001573013814
-2.2573154465510348e-05,-0.00013088953721964518,6.046304803552925e-06,0.0001401684918
-2.1945738951521278e-05,-0.00014110808815248196,1.7621649352121851e-06,0.0001439345244
-1.4524491351133337e-05,-0.00013119772672138516,-2.2877296986934376e-06,0.0001475350006
-9.097432009948512e-06,-9.919165448318163e-05,-1.2733741522001734e-06,0.0001491045771
-4.6042234856270325e-06,-3.4475919438546225e-05,1.408932489386358e-06,0.0001500031576
-1.5410910614751688e-06,4.074218612849348e-05,4.022891679498773e-06,0.0001475943244
6.69124177299954e-06,0.0001038767549332485,1.6634763929964084e-06,0.0001553404442
1.9093080642406163e-05,0.0001333352191465029,-1.230345211618119e-07,0.0001453975395
3.52160837117978e-05,0.00014073367820785924,-2.1398770814733396e-06,0.0001408229033
4.989246909753498e-05,0.00013724098888995756,-2.3784937995261013e-06,0.0001525773148
5.971390131048849e-05,0.00013488833747217263,-2.2691430587357118e-06,0.0001476457751
6.277916768019914e-05,0.00013377542790072282,-3.5965340537099427e-06,0.0001525401567
6.151465576429526e-05,0.00013414929471310837,-4.463633530655794e-06,0.0001469097121
6.139576390619717e-05,0.00013434431294861635,-6.546253845187771e-06,0.0001421076599
6.433605574147852e-05,0.000133789451957527,-3.246536392943163e-06,0.0001656407042
6.782959271380469e-05,0.0001330753102524089,-6.15063181406804e-07,0.0001653885395
6.861915745727519e-05,0.00013388574932799924,1.0835014492788828e-06,0.0001422466007
6.725631067443664e-05,0.0001362053629459111,-4.298927828766696e-06,0.0001535195017
6.491640130480849e-05,0.0001394170476545832,-1.1709057425182915e-05,0.0001575689925
6.200374754079035e-05,0.000141766242138656,-1.3099632973381255e-05,0.0001692614256
5.6973913800284646e-05,0.00014342511571847696,-7.270626915083757e-06,0.0001543425586
5.249592816176837e-05,0.00014358309687358153,2.9147527650947403e-06,0.0001582095402
4.4717716234076895e-05,0.00013345563472424708,4.245161831344986e-06,0.000158203194
3.25427387277605e-05,0.00010174490552752419,-2.0465084219815297e-06,0.000148368648
9.675508651660867e-06,3.846768557459363e-05,-1.0076540232869103e-05,0.0001695915767
-1.4507155579447161e-05,-3.746067108526525e-05,-1.315846932972831e-05,0.0001475659381
-3.4703733875356606e-05,-0.00010338438209409914,-9.902513484090117e-06,0.0001669235601
-4.2485626436987316e-05,-0.00013825830291080724,-6.85472159166339e-06,0.0001483248722
-4.3511652897136004e-05,-0.00015093271503144966,-3.649541151513717e-08,0.00016552554
-4.074628753270099e-05,-0.00015258959336882856,3.908952202357071e-06,0.0001733097152
-3.874544417515661e-05,-0.00015310099934968133,7.938773602249737e-06,0.0001571066202
-3.5773875812894394e-05,-0.00015318339868879147,5.5456289434145095e-06,0.0001612114267
-3.199130000501421e-05,-0.00015343218434063033,3.8752340103511435e-06,0.0001520417985
-2.671154373364029e-05,-0.00015467503678153168,1.5519690272968362e-06,0.0001557912802
-2.1246874335895754e-05,-0.00015620403495640527,1.7729237432398285e-06,0.0001640190056
-1.6369258393397088e-05,-0.00015786983618170354,1.4266148680386166e-06,0.0001541029283
-1.1685864033739996e-05,-0.00015892104946166376,2.081249770622044e-06,0.0001620180737
-7.545224830262876e-06,-0.00016017710214337455,4.154008818577666e-06,0.0001591959905
-3.215997184625083e-06,-0.00016036200148334098,6.554823091409152e-06,0.0001645174021
-1.070833372737845e-06,-0.0001600650624051722,7.810202692506872e-06,0.0001574281411
-1.5346979574630899e-07,-0.0001585130502616127,5.425719025887965e-06,0.0001722312649
-1.497144047129964e-07,-0.00015776718604246028,5.079387162972414e-06,0.0001563233991
1.975185533577338e-06,-0.00015763738091651106,5.5966936644930655e-06,0.0001591382468
4.504749288894398e-06,-0.00015863041901643265,8.103165288332671e-06,0.0001716593752
7.3752455731540145e-06,-0.00015931883482076553,6.535626933410132e-06,0.0001594751398
1.0576787494666041e-05,-0.00015960146665997603,4.315740094603618e-06,0.0001658153759
1.6199568854771036e-05,-0.00015918370244982446,2.069203385680871e-06,0.000168956904
2.2674245364222507e-05,-0.0001586285341572816,1.6167004745693727e-06,0.0001634112585
2.512678675175607e-05,-0.00015833427247512609,1.89133203598801e-06,0.0001726386414
2.1799677357237292e-05,-0.00015920233543337576,2.028413136041583e-06,0.0001671743979
1.4526372784278813e-05,-0.00014927024696631305,1.977166387705104e-06,0.0001671535848
1.197095815969632e-05,-0.00011672004544349878,3.739327116314397e-06,0.0001706815131
1.8325810569405648e-05,-4.8901972460713936e-05,5.190080616259486e-06,0.000177781085
3.2683668477656617e-05,3.133118899807599e-05,9.504164860130116e-06,0.0001482716564
4.698301003300153e-05,0.00010064671891022374,8.99185062098891e-06,0.0001695930715
5.548698118287659e-05,0.0001359205330025024,9.210846619760591e-06,0.0001586517003
6.0703667980275915e-05,0.00014708814338467314,2.6706507498153226e-06,0.0001710712723
6.325107270109487e-05,0.00014712574694216503,-7.563662959916418e-07,0.0001736472522
6.59604237132112e-05,0.0001464401640743639,-4.528766387630143e-06,0.0001667990806
6.512784571415614e-05,0.0001465781374273714,2.0868481668583968e-07,0.0001589680411
6.638012671283595e-05,0.00014509975300415893,4.455458276342819e-06,0.0001599259144
6.873945603751348e-05,0.00014382195171236463,1.1019639886033448e-05,0.0001604978159
7.273623806702515e-05,0.00014257270134974837,8.911902460453008e-06,0.0001708683247
7.357481291462296e-05,0.00014331081370176665,8.71380828593695e-06,0.0001688829787
7.138252351889897e-05,0.00014459130906705904,1.7520097091257184e-06,0.0001833107337
6.719959472147589e-05,0.00014656282354444115,3.3718906448737587e-06,0.0001646546911
6.24238416551361e-05,0.00014832956802651582,9.737360798835318e-07,0.0001693302551
5.879360082896177e-05,0.00015019616314538393,6.546644907602521e-06,0.0001741503905
5.314806241615774e-05,0.00015166854307636286,5.312896127470104e-06,0.0001647666389
4.6347521403738194e-05,0.0001528875252487673,6.061252822667731e-06,0.0001564797719
3.572916524494348e-05,0.00015323304124424512,1.2955636849933944e-06,0.0001750484847
3.1167901681904457e-05,0.0001526645699233801,-2.4597134003718816e-06,0.0001605525721
3.055015835020552e-05,0.0001515923414297074,-6.1465911332087365e-06,0.0001583152223
