"#C2-C3.traj"
"e1.dr","e2.dr","e3.dr","moddr"
3.602382587178816e-05,0.0001517702712962225,-7.688099970340925e-06,0.0001508136983
3.785540900561998e-05,0.0001530343019390542,-3.942211930763163e-06,0.000173293068
3.838479380717475e-05,0.00015505632910666335,-2.2437016603158966e-06,0.0001661542094
3.679513618962173e-05,0.00015607825399365435,-2.6199576502407253e-06,0.0001600152458
3.471181753080692e-05,0.00015693330912138926,-1.0313149397443902e-05,0.0001624795264
3.106970224484875e-05,0.0001566691309132076,-1.1652185771586661e-05,0.0001752162681
2.5822379970263828e-05,0.00015677481854215508,-7.218645456638842e-06,0.0001500625303
2.145821957586054e-05,0.00015617016835699964,4.6171390715572394e-06,0.0001654182224
1.7301051896997475e-05,0.00015664225405037603,1.0256811836681525e-05,0.00015773397
1.2610586635818042e-05,0.00015669590456560896,8.36218882394493e-06,0.0001611505771
5.6325448107525324e-06,0.0001571444512534942,-1.319674800169518e-06,0.0001601352144
-2.141310926893003e-06,0.00015669688590825572,-1.1177428643764136e-05,0.0001556741443
-7.5028140243461676e-06,0.00015650805041897683,-1.577458023769509e-05,0.000165105525
-9.566262245389835e-06,0.00015610423712352512,-1.4076885433998804e-05,0.0001609415503
-9.71021943721017e-06,0.000155876012597529,-8.050211303021346e-06,0.0001522225722
-1.1912681116606718e-05,0.00015492750265933293,-3.720827176661571e-06,0.0001584559109
-1.7223109865345104e-05,0.00015349929199156081,-2.020718927126638e-06,0.0001564611792
-2.450022231864797e-05,0.00015188380578415295,-2.8635157288272264e-06,0.0001518013666
-3.14023209341885e-05,0.0001508612137700778,-3.2313199915610434e-06,0.0001530285823
-3.505399656809843e-05,0.00015024217258047248,-3.059703291285163e-06,0.0001569549722
-3.263919066340151e-05,0.00014988992542137026,-2.4147168665060466e-06,0.0001576950266
-2.4678894774922917e-05,0.00014972810586164423,-2.0027904647652793e-06,0.000153401424
-1.42887949778152e-05,0.00015010054960979316,-1.7425204005512854e-06,0.0001448507791
-1.0551315772986914e-05,0.00013948406137186172,-3.218785831271198e-06,0.0001560090494
-1.0132621554579221e-05,0.0001065692924210835,-8.741186539492501e-06,0.0001597871149
-9.160322855872186e-06,4.138319345972762e-05,-1.760282538482613e-05,0.0001416940937
5.510157137022568e-06,-3.3267915765341364e-05,-2.4410902515271984e-05,0.0001676905585
2.9721667346690247e-05,-9.246497419684012e-05,-2.510995024914327e-05,0.0001586111834
5.8627594627833016e-05,-0.00011584200390535918,-2.0824824133335386e-05,0.0001431002795
8.234816069317963e-05,-0.00011331344950464448,-1.521083528276794e-05,0.0001550562237
9.758699543328841e-05,-0.00010315875822809361,-8.318248496946272e-06,0.0001651388531
0.00010625348292581277,-9.639053786758338e-05,-1.5340834516153473e-06,0.0001410259813
0.00010829878200172905,-9.709524171056619e-05,9.38409231116633e-07,0.0001567229214
0.00010792822847072136,-9.975127618965051e-05,-1.6060076650301098e-06,0.000149970159
0.00010436827900622103,-0.0001046033238148568,-5.92457705418943e-06,0.0001600581173
0.00010068013751006692,-0.00010781299704757925,-5.7718298292997345e-06,0.0001505907115
9.714100354570248e-05,-0.00011130851104783259,-6.805206573683286e-06,0.0001493896563
9.357571010174052e-05,-0.00011369923136056205,-6.972137626827784e-06,0.0001738843817
8.981074833262674e-05,-0.00011713762372468048,-8.943583543899078e-06,0.0001390215397
8.515280722915781e-05,-0.00011872217211774762,-6.052780130720147e-06,0.0001578930182
8.142321670439214e-05,-0.00012060787070122731,-4.126115349867519e-06,0.0001350212076
7.772036732144393e-05,-0.00012127610880067169,-2.0695484217008614e-06,0.0001527256053
7.450141278371129e-05,-0.0001245152291105871,-3.85475054536426e-06,0.0001306044398
7.090975102884797e-05,-0.00012738694968851915,-5.61606334776672e-06,0.0001595023213
6.762169037679182e-05,-0.0001302358875397593,-7.71331225354987e-06,0.0001446481504
6.306251904215225e-05,-0.00013109213398923632,-6.302034396435656e-06,0.0001592515821
5.737693081278269e-05,-0.00013178383924867607,-4.383854930427824e-06,0.0001585052286
5.03048756338618e-05,-0.00013326653637270994,-4.4612871726123595e-06,0.000132195214
4.584655334071011e-05,-0.0001348132892479766,-6.202177625081605e-06,0.0001621925676
4.350914563602373e-05,-0.00013560030488412643,-8.3698332044376e-06,0.0001587958378
4.47022367099798e-05,-0.00013493766094662234,-6.599087860443254e-06,0.0001464147496
4.366434790806469e-05,-0.00013409268082296044,-5.058273118474196e-06,0.0001484473573
4.18708105071004e-05,-0.0001346117159899341,-5.111310356612415e-06,0.0001417608655
3.605049148798507e-05,-0.0001356848992355598,-7.06123707644367e-06,0.0001603305564
3.110581945804186e-05,-0.00013766826169950966,-8.6675534402027e-06,0.000132191544
2.5061922036372582e-05,-0.0001384783110817587,-6.570143784411114e-06,0.0001510939357
1.9292043022601623e-05,-0.0001392371000162538,-4.292893777685906e-06,0.0001341335827
1.0836884284543182e-05,-0.0001384442718910223,-2.34935599095387e-06,0.0001466513375
1.1620520458586721e-07,-0.00013782001373916313,-2.0645624403193905e-06,0.0001382069293
-9.38171455222529e-06,-0.0001370579234093221,-1.6649290303686764e-06,0.0001407724412
-1.554371291444124e-05,-0.000137186944615144,-1.4364443686079983e-06,0.0001387043824
-2.0660578238341627e-05,-0.00013533763967182345,-1.585677381226334e-06,0.0001447700694
-3.0840012702762497e-05,-0.00013000787701648818,-2.0837793265646923e-06,0.0001338747108
-4.7584027305742754e-05,-0.00012115657180646924,-3.930776929553179e-06,0.0001361659723
-5.894007118616636e-05,-0.00011415652847449779,-7.653338772318396e-06,0.0001419726136
-5.0354521572455675e-05,-0.00010973258696599129,-1.3386220792631101e-05,0.0001342152137
-1.1169474680554536e-05,-9.969602666971985e-05,-1.545032885446828e-05,0.0001514648151
5.36870492076163e-05,-7.144679301508183e-05,-1.0974421038762119e-05,0.0001381253152
0.00013294660051052872,-2.57523123131054e-05,1.4431821428389452e-07,0.0001354178755
